cgpa,python,communication,projects,internships,interest,career
9.83,9,2,3,4,Cloud,Cloud Engineer
9.76,2,2,9,0,Cyber,Cyber Security
7.47,7,4,2,2,Cloud,Cloud Engineer
6.24,10,2,1,5,Cyber,Cyber Security
8.91,2,5,8,3,Web,Web Developer
6.08,8,5,4,0,Cyber,Cyber Security
7.78,7,5,5,4,AI,AI Engineer
6.9,9,5,10,0,AI,AI Engineer
8.0,9,8,8,4,Data Science,Data Scientist
9.81,5,4,6,4,Web,Web Developer
6.43,2,3,10,0,Data Science,Data Scientist
5.53,5,1,5,5,Web,Web Developer
9.1,2,6,7,1,Cloud,Cloud Engineer
5.54,6,7,2,1,Web,Web Developer
9.44,10,5,10,2,Web,Web Developer
6.44,4,5,8,1,Cyber,Cyber Security
9.29,2,2,10,4,Data Science,Data Scientist
7.63,5,3,10,2,Web,Web Developer
6.63,10,7,1,5,Data Science,Data Scientist
5.89,4,5,3,4,Data Science,Data Scientist
6.65,8,5,10,5,Data Science,Data Scientist
7.82,1,7,7,2,AI,AI Engineer
9.41,8,8,9,5,AI,AI Engineer
5.52,7,10,2,4,AI,AI Engineer
7.97,6,1,3,0,AI,AI Engineer
5.86,3,7,1,1,AI,AI Engineer
6.07,5,1,10,2,Data Science,Data Scientist
8.03,2,8,6,1,Cyber,Cyber Security
6.18,10,3,4,3,Web,Web Developer
8.97,1,7,7,5,Data Science,Data Scientist
6.55,6,10,3,3,AI,AI Engineer
8.93,10,6,9,2,Cyber,Cyber Security
5.93,7,4,10,3,Web,Web Developer
8.24,7,10,5,3,AI,AI Engineer
6.59,9,7,9,5,Cyber,Cyber Security
6.22,5,5,10,2,Data Science,Data Scientist
8.37,8,6,2,5,AI,AI Engineer
6.01,3,1,2,1,Data Science,Data Scientist
8.35,7,9,4,5,Cyber,Cyber Security
7.98,8,9,2,1,Data Science,Data Scientist
8.78,7,9,3,3,Data Science,Data Scientist
9.76,7,5,5,2,Cyber,Cyber Security
8.09,8,9,7,3,AI,AI Engineer
7.16,7,7,1,2,Cyber,Cyber Security
8.52,3,9,5,1,Data Science,Data Scientist
8.76,8,5,7,1,Cyber,Cyber Security
9.04,1,8,3,4,AI,AI Engineer
9.87,1,5,9,4,Data Science,Data Scientist
6.08,3,5,2,2,Web,Web Developer
6.8,4,5,10,0,Cloud,Cloud Engineer
9.3,5,1,1,0,AI,AI Engineer
5.62,1,2,5,0,AI,AI Engineer
5.69,4,4,9,0,Cyber,Cyber Security
8.26,6,5,2,4,Web,Web Developer
8.87,7,9,4,1,Cloud,Cloud Engineer
8.45,1,8,1,3,Cyber,Cyber Security
7.5,7,9,4,2,Cyber,Cyber Security
6.35,1,2,8,2,Data Science,Data Scientist
8.41,3,7,10,4,Data Science,Data Scientist
8.02,6,4,1,3,Web,Web Developer
6.3,6,9,7,1,AI,AI Engineer
9.62,9,10,5,1,AI,AI Engineer
5.93,1,4,4,0,Web,Web Developer
6.13,7,7,4,3,Cyber,Cyber Security
7.57,9,6,8,0,Data Science,Data Scientist
6.5,10,6,8,0,Cyber,Cyber Security
5.59,5,9,9,2,Data Science,Data Scientist
7.37,8,2,8,0,Data Science,Data Scientist
7.69,6,4,4,0,AI,AI Engineer
8.26,2,6,1,4,Cyber,Cyber Security
7.12,1,9,3,3,Data Science,Data Scientist
7.85,2,5,10,1,Cloud,Cloud Engineer
5.72,10,3,10,5,Data Science,Data Scientist
9.19,4,8,4,4,Cloud,Cloud Engineer
9.47,1,7,1,4,AI,AI Engineer
8.52,3,2,0,5,Cloud,Cloud Engineer
6.66,5,6,1,3,Cloud,Cloud Engineer
6.07,3,1,0,0,AI,AI Engineer
5.87,5,7,7,3,Data Science,Data Scientist
8.84,7,8,2,5,Data Science,Data Scientist
8.77,1,7,4,5,AI,AI Engineer
6.86,6,3,1,1,AI,AI Engineer
8.76,7,3,8,2,AI,AI Engineer
9.64,8,7,0,5,Data Science,Data Scientist
8.8,8,10,0,1,Web,Web Developer
9.47,7,5,1,1,Cloud,Cloud Engineer
7.72,3,1,2,2,Cloud,Cloud Engineer
6.71,5,9,7,0,Web,Web Developer
8.23,7,6,9,5,Cyber,Cyber Security
6.67,7,7,7,5,Cyber,Cyber Security
9.71,9,7,6,0,Data Science,Data Scientist
7.14,6,2,5,3,Cloud,Cloud Engineer
9.88,8,8,6,2,AI,AI Engineer
8.51,1,1,4,1,Data Science,Data Scientist
9.29,2,1,1,3,Data Science,Data Scientist
8.75,3,6,9,1,Cyber,Cyber Security
6.09,1,7,6,4,AI,AI Engineer
7.38,6,1,9,1,AI,AI Engineer
6.17,6,2,4,0,Data Science,Data Scientist
6.09,7,9,1,4,Cyber,Cyber Security
9.54,1,10,10,5,Web,Web Developer
8.35,6,10,1,0,Cloud,Cloud Engineer
8.59,8,6,10,3,Web,Web Developer
5.87,10,2,0,0,Data Science,Data Scientist
7.33,1,10,10,4,AI,AI Engineer
9.38,1,6,8,2,Cloud,Cloud Engineer
8.15,6,5,5,0,Web,Web Developer
9.17,10,7,5,5,Cloud,Cloud Engineer
9.88,2,2,4,1,Data Science,Data Scientist
8.96,4,6,10,3,Cyber,Cyber Security
8.65,6,9,1,5,AI,AI Engineer
7.33,10,10,2,4,Data Science,Data Scientist
8.18,6,10,5,3,AI,AI Engineer
7.77,10,8,10,3,Cyber,Cyber Security
7.04,6,4,1,3,Web,Web Developer
8.98,6,4,9,1,AI,AI Engineer
9.89,10,2,7,1,Web,Web Developer
6.27,4,5,9,4,Data Science,Data Scientist
7.33,6,10,10,3,Cloud,Cloud Engineer
8.04,2,1,3,3,AI,AI Engineer
6.69,10,3,8,4,Data Science,Data Scientist
8.81,1,8,10,4,Data Science,Data Scientist
9.0,9,8,6,5,AI,AI Engineer
9.84,10,9,4,4,Cyber,Cyber Security
7.74,5,1,5,2,Data Science,Data Scientist
8.18,10,2,5,5,Cloud,Cloud Engineer
8.57,7,2,4,3,Cloud,Cloud Engineer
9.52,10,8,7,1,AI,AI Engineer
6.48,2,1,2,0,Cyber,Cyber Security
8.36,4,8,5,4,Cyber,Cyber Security
6.65,4,4,2,5,Cyber,Cyber Security
6.58,10,8,3,5,Cyber,Cyber Security
6.13,2,5,1,2,Data Science,Data Scientist
7.09,8,10,8,0,Cyber,Cyber Security
7.66,3,5,6,4,Cloud,Cloud Engineer
5.65,5,7,7,3,AI,AI Engineer
7.43,7,9,8,2,Data Science,Data Scientist
7.85,1,10,6,0,Data Science,Data Scientist
8.31,10,2,10,1,AI,AI Engineer
9.8,7,3,4,5,Cloud,Cloud Engineer
8.97,4,5,7,4,Cyber,Cyber Security
8.65,10,8,8,1,Cloud,Cloud Engineer
6.54,8,2,2,5,Cloud,Cloud Engineer
9.8,2,7,1,0,Cyber,Cyber Security
9.57,5,5,2,5,Cyber,Cyber Security
6.32,9,2,9,3,Cyber,Cyber Security
9.38,5,10,8,0,Web,Web Developer
9.36,8,9,8,5,Web,Web Developer
9.01,1,8,8,5,Web,Web Developer
9.33,4,4,8,4,Web,Web Developer
7.49,6,7,9,4,Data Science,Data Scientist
9.29,5,5,4,1,Data Science,Data Scientist
9.7,8,6,4,5,Cyber,Cyber Security
8.2,7,7,4,2,Cloud,Cloud Engineer
8.53,1,2,4,4,Cyber,Cyber Security
7.45,10,8,8,1,Cloud,Cloud Engineer
8.24,9,9,3,5,AI,AI Engineer
8.52,9,10,9,3,Cloud,Cloud Engineer
8.43,10,9,6,0,Cyber,Cyber Security
7.28,6,7,5,5,Cyber,Cyber Security
7.8,7,4,5,4,Cloud,Cloud Engineer
7.12,4,4,6,0,Cloud,Cloud Engineer
8.05,6,4,0,5,Cloud,Cloud Engineer
7.56,2,8,0,1,Cyber,Cyber Security
7.38,7,2,5,0,AI,AI Engineer
7.26,10,7,5,5,Cloud,Cloud Engineer
9.11,7,9,6,2,Web,Web Developer
8.56,6,3,0,2,AI,AI Engineer
6.26,3,6,4,3,Web,Web Developer
7.81,9,1,3,2,Cyber,Cyber Security
7.29,5,2,2,0,AI,AI Engineer
6.22,7,3,6,1,Web,Web Developer
8.66,7,3,7,2,Data Science,Data Scientist
7.08,10,3,8,2,AI,AI Engineer
9.75,4,9,9,3,Cloud,Cloud Engineer
7.51,6,4,7,4,Web,Web Developer
7.91,5,7,9,5,Cloud,Cloud Engineer
6.6,9,4,0,0,AI,AI Engineer
9.13,2,6,2,5,Data Science,Data Scientist
9.16,7,7,5,5,AI,AI Engineer
5.55,1,9,6,3,Data Science,Data Scientist
9.5,4,2,6,2,Cloud,Cloud Engineer
8.05,1,10,10,5,AI,AI Engineer
7.36,10,6,6,4,AI,AI Engineer
6.76,8,3,0,0,Cloud,Cloud Engineer
9.61,7,2,0,5,Web,Web Developer
7.47,1,10,5,0,Data Science,Data Scientist
5.71,10,10,3,5,Cyber,Cyber Security
9.46,6,4,4,3,Web,Web Developer
9.7,8,8,1,3,Data Science,Data Scientist
8.27,6,9,2,1,Web,Web Developer
7.67,5,6,1,2,Cyber,Cyber Security
9.9,6,7,6,4,Cloud,Cloud Engineer
7.13,4,7,4,4,Cyber,Cyber Security
9.35,10,9,4,5,Web,Web Developer
9.26,2,3,10,4,Cloud,Cloud Engineer
6.55,7,1,2,1,Web,Web Developer
8.2,4,6,2,3,Web,Web Developer
9.43,1,5,1,0,Cloud,Cloud Engineer
9.95,3,3,3,3,AI,AI Engineer
5.7,3,1,4,1,AI,AI Engineer
9.24,1,7,6,1,Cloud,Cloud Engineer
7.99,2,2,9,3,AI,AI Engineer
5.63,7,10,0,3,AI,AI Engineer
6.97,4,4,0,0,Data Science,Data Scientist
6.61,8,9,4,1,Cloud,Cloud Engineer
9.26,4,7,10,2,Cloud,Cloud Engineer
6.4,9,9,2,5,Cloud,Cloud Engineer
6.28,1,9,4,0,Web,Web Developer
5.75,7,7,1,2,Cloud,Cloud Engineer
6.65,4,8,2,2,Web,Web Developer
6.59,10,3,9,1,AI,AI Engineer
6.55,8,7,7,1,AI,AI Engineer
9.79,2,9,10,5,Data Science,Data Scientist
6.24,9,7,4,5,Cyber,Cyber Security
7.52,6,5,3,2,Cloud,Cloud Engineer
7.92,4,9,6,5,Data Science,Data Scientist
6.88,10,6,9,5,Data Science,Data Scientist
5.63,3,9,8,1,Cloud,Cloud Engineer
7.55,5,4,6,1,Cloud,Cloud Engineer
7.4,1,3,10,0,Data Science,Data Scientist
5.59,2,6,10,1,Web,Web Developer
9.1,10,7,5,4,Cyber,Cyber Security
8.83,9,1,4,3,Web,Web Developer
7.71,3,9,9,4,Data Science,Data Scientist
9.31,2,10,9,5,Web,Web Developer
7.81,8,10,8,2,Data Science,Data Scientist
5.67,2,5,10,5,Cyber,Cyber Security
7.51,1,10,1,0,Data Science,Data Scientist
6.29,4,2,2,1,Cyber,Cyber Security
7.78,3,10,6,3,AI,AI Engineer
8.58,5,7,9,0,AI,AI Engineer
9.92,4,4,5,5,Web,Web Developer
5.93,4,7,8,2,Web,Web Developer
7.88,6,7,6,5,Web,Web Developer
5.82,5,1,10,1,Cyber,Cyber Security
8.39,8,5,10,0,Cloud,Cloud Engineer
8.55,5,5,0,0,Data Science,Data Scientist
5.58,5,4,1,3,Web,Web Developer
9.83,3,9,3,5,Web,Web Developer
7.96,7,5,1,5,Web,Web Developer
7.49,6,4,8,4,AI,AI Engineer
7.82,3,1,4,0,Web,Web Developer
6.38,8,9,2,2,AI,AI Engineer
9.69,2,7,3,0,Web,Web Developer
8.86,1,9,7,2,Web,Web Developer
9.58,6,9,1,5,Cyber,Cyber Security
5.55,8,4,7,3,Cloud,Cloud Engineer
7.57,1,5,3,5,Cloud,Cloud Engineer
8.56,7,4,6,2,Cyber,Cyber Security
8.75,4,3,8,5,Cyber,Cyber Security
7.54,4,3,3,5,Data Science,Data Scientist
6.61,6,8,8,1,Cyber,Cyber Security
6.16,5,6,4,2,Web,Web Developer
6.62,1,1,10,4,Data Science,Data Scientist
6.87,3,10,2,2,Cyber,Cyber Security
8.89,2,1,5,1,Data Science,Data Scientist
5.66,2,1,7,5,Cloud,Cloud Engineer
9.63,9,7,8,5,AI,AI Engineer
8.7,5,5,9,0,AI,AI Engineer
9.44,4,1,0,5,Web,Web Developer
6.84,1,9,2,0,Data Science,Data Scientist
7.22,7,7,7,1,Cloud,Cloud Engineer
7.44,8,6,10,2,Data Science,Data Scientist
5.81,10,5,9,3,AI,AI Engineer
7.7,1,3,10,5,Cyber,Cyber Security
6.65,9,9,5,4,Cloud,Cloud Engineer
7.83,7,6,9,2,Cyber,Cyber Security
6.96,9,5,3,1,Data Science,Data Scientist
7.86,5,7,3,4,Cloud,Cloud Engineer
9.68,9,8,6,0,Data Science,Data Scientist
8.88,10,3,10,3,Cloud,Cloud Engineer
8.79,7,4,8,1,Cloud,Cloud Engineer
7.39,6,8,8,5,AI,AI Engineer
9.0,2,7,9,3,Cyber,Cyber Security
8.13,2,4,2,1,Cloud,Cloud Engineer
7.19,10,1,8,5,Cyber,Cyber Security
9.9,1,6,2,0,Cyber,Cyber Security
8.34,9,5,9,2,Data Science,Data Scientist
7.58,5,6,3,5,Cyber,Cyber Security
8.67,2,4,9,4,AI,AI Engineer
6.98,10,8,6,4,Cloud,Cloud Engineer
6.34,3,4,8,1,AI,AI Engineer
8.18,7,2,2,5,Cloud,Cloud Engineer
7.15,3,10,4,2,Cyber,Cyber Security
9.08,8,2,5,3,Cyber,Cyber Security
6.62,1,6,10,0,Cloud,Cloud Engineer
6.29,1,7,9,1,Data Science,Data Scientist
9.21,9,7,9,2,Cloud,Cloud Engineer
8.66,8,1,5,5,Data Science,Data Scientist
9.99,9,4,10,3,Cyber,Cyber Security
8.85,3,5,10,0,Cloud,Cloud Engineer
6.93,7,5,8,2,AI,AI Engineer
9.04,1,4,4,2,Data Science,Data Scientist
6.06,7,7,6,3,AI,AI Engineer
5.77,9,1,1,4,AI,AI Engineer
5.84,8,1,8,4,Cloud,Cloud Engineer
5.99,2,1,8,0,AI,AI Engineer
9.15,8,7,5,4,Cloud,Cloud Engineer
7.59,9,6,8,4,AI,AI Engineer
5.59,2,10,9,2,Cloud,Cloud Engineer
9.06,7,5,3,2,Cloud,Cloud Engineer
9.1,1,2,4,2,Data Science,Data Scientist
8.6,9,9,4,1,AI,AI Engineer
6.33,1,9,3,3,Cloud,Cloud Engineer
7.54,3,9,1,0,Cloud,Cloud Engineer
8.91,4,3,6,1,Web,Web Developer
5.89,10,10,4,1,Cyber,Cyber Security
9.41,7,9,4,3,AI,AI Engineer
9.27,10,4,6,5,AI,AI Engineer
5.93,10,2,0,5,AI,AI Engineer
9.07,10,8,0,2,Cyber,Cyber Security
7.47,8,7,6,4,Cyber,Cyber Security
7.84,2,5,7,3,Cloud,Cloud Engineer
6.43,4,9,7,4,Data Science,Data Scientist
9.87,3,5,9,0,Cloud,Cloud Engineer
7.12,4,7,5,5,Cyber,Cyber Security
9.17,10,6,9,1,AI,AI Engineer
8.42,3,6,5,0,Web,Web Developer
7.62,4,3,4,4,Cyber,Cyber Security
8.96,4,3,3,2,Data Science,Data Scientist
7.52,1,6,3,2,Data Science,Data Scientist
7.01,3,3,7,4,AI,AI Engineer
7.96,9,5,8,0,AI,AI Engineer
8.96,3,6,3,4,Cloud,Cloud Engineer
9.89,4,6,6,3,AI,AI Engineer
7.55,4,2,5,5,Web,Web Developer
9.68,7,10,10,2,Data Science,Data Scientist
7.35,7,2,3,4,Cloud,Cloud Engineer
5.69,9,5,5,0,Cloud,Cloud Engineer
7.93,9,5,3,4,Cloud,Cloud Engineer
6.64,2,1,10,0,Web,Web Developer
9.67,1,5,0,0,AI,AI Engineer
8.66,3,3,6,2,Data Science,Data Scientist
8.61,8,10,2,2,Cyber,Cyber Security
8.96,3,4,5,1,AI,AI Engineer
8.62,8,6,4,3,Data Science,Data Scientist
7.12,8,8,9,3,Cloud,Cloud Engineer
8.07,7,1,1,4,AI,AI Engineer
8.01,5,4,1,1,Cyber,Cyber Security
6.52,10,5,3,3,Cloud,Cloud Engineer
9.89,7,10,1,1,Data Science,Data Scientist
6.21,10,4,2,5,Web,Web Developer
6.9,5,3,7,2,Web,Web Developer
7.55,3,1,2,4,Data Science,Data Scientist
9.69,4,2,0,3,Data Science,Data Scientist
5.54,10,4,4,1,Data Science,Data Scientist
7.76,5,4,9,2,Cyber,Cyber Security
8.61,2,9,2,5,Data Science,Data Scientist
9.93,9,1,7,5,Data Science,Data Scientist
5.95,7,4,4,5,Cloud,Cloud Engineer
5.92,5,6,10,0,Web,Web Developer
9.25,3,6,2,5,Cyber,Cyber Security
8.24,5,3,0,3,AI,AI Engineer
6.53,6,1,2,2,AI,AI Engineer
5.83,6,6,2,4,AI,AI Engineer
8.16,4,2,0,5,Data Science,Data Scientist
7.54,10,8,4,3,Data Science,Data Scientist
7.1,2,3,9,4,AI,AI Engineer
5.76,2,8,8,5,Cyber,Cyber Security
6.8,4,3,2,5,Cyber,Cyber Security
6.29,4,7,6,5,Cyber,Cyber Security
7.58,4,8,7,4,Data Science,Data Scientist
7.93,8,5,9,4,AI,AI Engineer
6.51,10,4,1,0,Web,Web Developer
7.06,3,9,1,0,Web,Web Developer
5.87,8,6,9,3,Data Science,Data Scientist
9.9,8,6,8,4,AI,AI Engineer
9.55,8,2,10,0,Cloud,Cloud Engineer
9.64,9,10,7,4,AI,AI Engineer
7.88,2,3,10,4,Cloud,Cloud Engineer
8.26,6,4,2,1,Cloud,Cloud Engineer
9.66,3,3,4,3,AI,AI Engineer
7.04,7,3,5,3,Cloud,Cloud Engineer
8.99,10,4,9,5,Web,Web Developer
7.23,3,2,9,5,Data Science,Data Scientist
5.87,9,2,5,5,Cyber,Cyber Security
7.08,3,4,6,4,Cyber,Cyber Security
9.43,1,2,8,1,Cloud,Cloud Engineer
7.59,6,7,3,1,Data Science,Data Scientist
7.52,10,1,10,3,Web,Web Developer
6.14,4,4,1,5,AI,AI Engineer
5.53,10,4,0,4,Web,Web Developer
5.97,5,8,0,4,Cyber,Cyber Security
6.64,7,4,6,5,Web,Web Developer
7.92,6,2,9,1,Cyber,Cyber Security
9.58,1,1,4,4,Cloud,Cloud Engineer
6.53,9,3,7,1,Data Science,Data Scientist
7.92,6,7,10,5,Cyber,Cyber Security
6.11,8,10,8,0,Web,Web Developer
5.56,7,1,6,5,Web,Web Developer
8.65,6,1,8,0,Data Science,Data Scientist
6.82,6,3,0,0,Cyber,Cyber Security
7.81,10,1,4,0,AI,AI Engineer
5.91,5,7,3,5,Data Science,Data Scientist
9.16,2,3,5,0,Web,Web Developer
6.74,1,1,7,3,Cyber,Cyber Security
8.5,8,8,9,5,Data Science,Data Scientist
9.39,2,5,1,2,Data Science,Data Scientist
6.86,4,5,3,1,Web,Web Developer
8.36,4,3,0,3,Cloud,Cloud Engineer
8.83,2,8,4,3,Cyber,Cyber Security
7.23,9,2,10,5,AI,AI Engineer
5.96,5,6,1,5,Web,Web Developer
9.91,9,6,4,4,Web,Web Developer
9.39,1,6,2,3,Web,Web Developer
5.6,2,7,8,4,Cloud,Cloud Engineer
9.93,5,2,8,2,Cyber,Cyber Security
9.51,1,7,8,5,Web,Web Developer
8.12,3,9,8,4,Cloud,Cloud Engineer
8.04,4,6,4,1,AI,AI Engineer
5.52,3,4,7,1,Cyber,Cyber Security
7.6,8,5,4,0,AI,AI Engineer
6.3,7,10,10,5,Web,Web Developer
9.08,6,5,0,0,AI,AI Engineer
6.49,5,2,2,1,AI,AI Engineer
9.37,4,2,1,2,Web,Web Developer
5.58,4,2,6,3,Cloud,Cloud Engineer
6.31,1,7,6,0,Web,Web Developer
5.68,5,4,1,3,Data Science,Data Scientist
8.76,8,7,2,2,Cloud,Cloud Engineer
7.24,4,9,0,3,AI,AI Engineer
7.77,6,6,10,4,Cyber,Cyber Security
7.69,4,10,9,2,AI,AI Engineer
8.73,3,9,5,3,Cloud,Cloud Engineer
7.79,9,10,9,1,Cyber,Cyber Security
5.73,1,5,6,3,Web,Web Developer
9.3,5,9,5,3,Cloud,Cloud Engineer
5.63,8,2,6,0,Web,Web Developer
7.46,2,5,1,2,Cloud,Cloud Engineer
9.22,7,4,6,5,Cloud,Cloud Engineer
5.83,4,10,9,1,Cyber,Cyber Security
6.38,4,5,8,0,Cyber,Cyber Security
9.87,9,5,3,2,Web,Web Developer
6.81,5,6,10,1,Web,Web Developer
8.73,8,10,7,1,Cyber,Cyber Security
9.72,2,4,9,0,Web,Web Developer
9.44,9,5,3,3,Cloud,Cloud Engineer
7.94,5,6,5,1,AI,AI Engineer
9.44,3,5,7,0,Cloud,Cloud Engineer
9.28,9,1,7,4,Cloud,Cloud Engineer
9.56,9,6,2,2,Cyber,Cyber Security
7.04,3,8,4,1,Cyber,Cyber Security
7.97,8,4,1,1,Web,Web Developer
5.97,4,7,5,1,Web,Web Developer
8.81,4,7,8,2,Cloud,Cloud Engineer
9.87,1,10,10,3,Web,Web Developer
8.03,5,1,6,4,Web,Web Developer
7.88,8,4,1,3,AI,AI Engineer
6.7,4,1,9,1,Cyber,Cyber Security
8.08,4,7,2,3,Web,Web Developer
8.37,9,6,7,2,AI,AI Engineer
8.32,7,8,3,1,Web,Web Developer
7.49,10,6,1,5,Cyber,Cyber Security
5.83,2,5,2,5,Cloud,Cloud Engineer
9.78,6,9,5,3,AI,AI Engineer
6.0,8,9,0,4,Web,Web Developer
6.55,7,7,0,3,AI,AI Engineer
5.69,10,7,1,3,Cyber,Cyber Security
9.55,9,2,2,4,Data Science,Data Scientist
6.76,4,4,7,4,Web,Web Developer
7.47,4,7,1,5,AI,AI Engineer
7.31,4,4,7,4,Web,Web Developer
6.33,4,2,6,2,AI,AI Engineer
9.78,3,10,6,4,Cyber,Cyber Security
5.56,1,7,1,3,Cyber,Cyber Security
6.11,3,7,10,3,Web,Web Developer
9.28,5,8,9,2,Cyber,Cyber Security
5.98,8,4,4,1,AI,AI Engineer
6.32,5,3,1,3,AI,AI Engineer
7.4,9,3,4,3,Cyber,Cyber Security
5.77,4,10,4,3,Cyber,Cyber Security
7.79,10,4,7,3,Data Science,Data Scientist
7.65,1,2,1,5,Cloud,Cloud Engineer
6.85,3,10,0,2,AI,AI Engineer
9.76,9,7,0,5,AI,AI Engineer
6.07,8,8,0,5,Cyber,Cyber Security
8.21,1,4,1,2,Cyber,Cyber Security
9.8,2,6,8,4,AI,AI Engineer
8.55,7,6,9,1,Cloud,Cloud Engineer
6.72,4,2,2,0,Cloud,Cloud Engineer
6.01,10,1,7,0,Web,Web Developer
6.35,9,6,4,1,AI,AI Engineer
7.49,10,2,9,2,Cyber,Cyber Security
8.32,5,9,8,2,Web,Web Developer
8.4,5,5,9,3,Data Science,Data Scientist
8.6,3,9,7,4,Web,Web Developer
8.86,5,9,1,5,Web,Web Developer
7.72,8,10,0,0,Data Science,Data Scientist
8.41,1,7,1,4,Cloud,Cloud Engineer
6.36,8,4,1,3,AI,AI Engineer
6.93,2,3,10,3,Cyber,Cyber Security
8.17,5,7,0,3,Cyber,Cyber Security
7.92,5,5,2,1,Data Science,Data Scientist
6.31,7,10,8,2,Cloud,Cloud Engineer
7.94,1,9,8,0,Web,Web Developer
6.37,5,8,5,5,Cyber,Cyber Security
5.97,4,1,10,2,AI,AI Engineer
5.85,9,9,8,1,Cloud,Cloud Engineer
8.75,6,4,0,2,Data Science,Data Scientist
7.06,7,9,9,1,Cyber,Cyber Security
9.27,4,7,0,1,AI,AI Engineer
6.14,9,8,0,3,Cloud,Cloud Engineer
7.42,6,1,1,1,AI,AI Engineer
8.94,9,10,5,4,Cyber,Cyber Security
6.04,2,1,6,5,Cloud,Cloud Engineer
9.48,1,5,10,0,Cyber,Cyber Security
6.22,10,10,3,4,Data Science,Data Scientist
6.37,3,9,1,5,Cyber,Cyber Security
9.75,8,9,6,1,Data Science,Data Scientist
8.97,4,1,7,0,Cloud,Cloud Engineer
6.8,9,3,4,2,Cyber,Cyber Security
9.27,1,4,6,5,Cyber,Cyber Security
5.73,3,2,2,2,Web,Web Developer
7.57,10,4,3,2,AI,AI Engineer
6.0,8,7,3,5,Cloud,Cloud Engineer
6.89,5,5,9,0,Cyber,Cyber Security
6.06,5,5,10,3,Web,Web Developer
8.48,9,2,0,0,Cyber,Cyber Security
7.32,2,3,4,1,Web,Web Developer
5.95,9,3,1,4,Cyber,Cyber Security
9.39,4,6,3,3,Data Science,Data Scientist
6.8,3,7,2,4,Data Science,Data Scientist
6.4,9,4,3,1,Data Science,Data Scientist
8.06,7,5,3,4,Cloud,Cloud Engineer
6.52,6,6,4,0,Data Science,Data Scientist
6.5,5,10,5,5,Data Science,Data Scientist
6.0,7,7,9,1,Cyber,Cyber Security
8.91,5,8,6,1,Data Science,Data Scientist
9.61,5,5,7,2,Cyber,Cyber Security
6.47,2,9,7,0,Web,Web Developer
7.38,1,4,7,0,AI,AI Engineer
6.43,4,5,0,0,Cyber,Cyber Security
8.14,10,3,7,0,Cyber,Cyber Security
8.61,6,5,6,1,Web,Web Developer
5.77,4,8,3,4,Web,Web Developer
9.56,5,9,6,0,AI,AI Engineer
7.06,3,7,3,0,AI,AI Engineer
5.84,1,10,5,3,Web,Web Developer
5.56,5,10,1,4,Cloud,Cloud Engineer
7.1,4,8,2,5,AI,AI Engineer
6.5,3,3,0,2,Data Science,Data Scientist
6.4,6,8,2,2,Data Science,Data Scientist
6.25,8,8,8,3,Cloud,Cloud Engineer
6.39,5,4,9,5,Cyber,Cyber Security
7.55,5,7,7,0,Cloud,Cloud Engineer
9.99,3,2,9,2,Data Science,Data Scientist
6.67,10,4,7,3,Data Science,Data Scientist
5.66,5,4,1,2,Cyber,Cyber Security
7.88,10,5,2,2,Data Science,Data Scientist
6.54,1,2,7,1,Cyber,Cyber Security
9.27,8,6,7,3,Web,Web Developer
9.54,6,4,3,0,Cyber,Cyber Security
9.55,8,8,6,5,Cyber,Cyber Security
9.1,6,4,3,1,Web,Web Developer
9.17,5,6,4,2,Data Science,Data Scientist
6.64,4,7,9,0,Web,Web Developer
8.03,4,4,7,1,Web,Web Developer
5.56,8,9,1,1,AI,AI Engineer
9.99,10,9,1,4,Web,Web Developer
6.55,2,4,8,1,Cyber,Cyber Security
7.57,9,8,4,1,Cyber,Cyber Security
6.82,6,5,6,0,Web,Web Developer
9.59,1,1,3,3,AI,AI Engineer
7.19,8,2,4,1,AI,AI Engineer
9.76,10,2,4,5,Cloud,Cloud Engineer
6.59,8,3,9,4,Cloud,Cloud Engineer
8.36,3,6,1,0,Web,Web Developer
9.27,9,7,10,4,AI,AI Engineer
8.32,3,4,8,1,Data Science,Data Scientist
7.64,5,2,0,0,AI,AI Engineer
8.31,2,10,9,3,AI,AI Engineer
9.65,5,10,0,3,Data Science,Data Scientist
8.13,6,7,4,3,Cloud,Cloud Engineer
7.57,6,4,0,5,Data Science,Data Scientist
8.54,6,9,4,4,Web,Web Developer
7.71,5,3,7,1,Data Science,Data Scientist
6.81,8,10,0,5,Cyber,Cyber Security
6.22,1,6,1,1,AI,AI Engineer
8.25,2,7,9,3,Web,Web Developer
8.8,5,9,0,5,AI,AI Engineer
5.53,1,4,9,3,Cyber,Cyber Security
6.91,3,2,2,4,Cyber,Cyber Security
5.78,10,1,2,1,Cloud,Cloud Engineer
5.93,3,10,6,3,Cyber,Cyber Security
7.39,9,9,6,5,Data Science,Data Scientist
9.72,4,4,0,1,Web,Web Developer
6.41,3,6,8,0,Web,Web Developer
6.43,8,10,9,1,Cloud,Cloud Engineer
6.7,7,10,9,3,Web,Web Developer
8.49,7,7,4,0,Web,Web Developer
5.81,6,8,3,5,Data Science,Data Scientist
6.41,9,8,7,5,AI,AI Engineer
7.74,2,2,4,5,Data Science,Data Scientist
6.95,2,7,5,2,AI,AI Engineer
8.23,8,4,10,5,Data Science,Data Scientist
8.47,2,10,6,1,AI,AI Engineer
